Sentiment,Sentence,preprocess_libyan_arabic,Processed_Text_base_ai
positive,و ما واحد عالثاني ايغيب,عالثا ايغيب,علي ثا ايغيب
negative,عليك توارى,عليك توار,علي توار
negative,عليك ايتفرعن كان يوم شكرته,عليك ايتفرعن يوم شكر,علي تفرعن يوم شكر
positive,عليك وين تضايق ايمد ايديه,عليك تضايق ايمد ايد,علي تضايق ايد ايد
positive,و عليا وين بنتي,عليا بنتي,علي بنت
negative,عليك بلاد تبكي و عمام,عليك بلاد تبكي عمام,علي بلاد بكى عم
negative,عليك بكيت,عليك بكيت,علي بكي
positive,علينا لين البال ايرو,علينا لين البال ايرو,علي بال ايرو
positive,عليا ايمون و نا عليه انمون,عليا ايمون نا مون,علي ايمون مون
negative,ولا من علينا ايروف لا يسرّحنا,علينا ايروف يسر حنا,علي اروف يسر حن
negative,عليك احوال,عليك احو,علي احو
negative,عليك ابتعدت و قلت ما نبيك,عليك ابتعد قلت نبيك,علي ابتعد قول نبي
negative,عليا ابتعد خلاني,عليا ابتعد خلا,علي ابتعد خلا
positive,ما من اللي عليته,عليته,علي
positive,عليهم شديد و ف باسه,عليهم شديد ف باسه,على شديد باس
negative,عليهم النار اللي اذوّب حلت,عليهم نار اذو حلت,على نار حل
positive,اللي عالكل متميز جماله,عالكل متميز جماله,على كل متميز جمال
positive,عليك كل سو ايقولو انحاش,عليك كل سو ايقولو انحاش,على كل سو قول انحاش
positive,و عليها تقسى,عليها تقس,على قسم
positive,وعلى قدر ما شوقي سكن في عيوني,وعلي قدر شوق سكن عيو,على قدر شوق سكن عيو
positive,و عليت قدره و انت بس عالم علوه,عليت قدره بس عالم علوه,على قدر بس علم علو
positive,عليك للفرج تظهر امارة,عليك للفرج تظهر امار,على فرج ظهر امر
positive,علينا تغلو في الغلا فتناهم,علينا تغلو غلا فتناهم,على غلو غلا فتن
negative,عليهم صك,عليهم صك,على صك
negative,و اللي عليا ايشوف روحه يربح,عليا ايشوف روح يربح,على شوف روح ربح
positive,عليت شانه فوق,عليت شان,على شان
negative,وعلي أسطح العمارات ركبو المأجورين,وعلي اسطح عمار ركبو جور,على سطح عمار ركب جور
positive,عليهم ساد قلو اللوم ساد,عليهم ساد قلو اللوم ساد,على ساد قلو لوم ساد
negative,و انكان عالزمان مابا إيلين,عالزمان مابا ايل,على زمان ما با ي
negative,و ما من اللي عليت جا يواطيني,عليت جا يواط,على جا وط
positive,عليته و في وين تعلى,عليته تعلي,على تعلى
positive,عليا بان حبي الصافي,عليا بان حبي صاف,على بان حب صاف
positive,علو للوطن اعلامته,علو للوطن اعلام,علو وطن علم
positive,في العلو ليهم مطاريح,علو ليهم مطاريح,علو ليهم مطاريح
positive,نحن علو قدر و نحن للعلا رقايا,علو قدر علا رقايا,علو قدر على رقى
positive,من العلو و الغيم دونه,علو غيم,علو غيم
positive,و لا هو بعلو المناصب,علو اصب,علو صب
negative,مهما علوا,مهما علوا,علو
positive,عالن غلاهم حاضرين أشهوده,عالن غلا حاضر هود,علن غلا حاضر هود
negative,أعلن عليا الحرب ازد فجعني,اعلن عليا حرب ازد فجعني,علن حرب فجع
negative,غير عالمصالح بس ما يدناني,عالمصالح بس يدناني,غير علم صالح بس ما يدن اني
positive,تعلمت ما نوقد حطـب للغيره,تعلم نوقد حطب,علم وقد حطب
positive,و تعلمت ما انوم نهار ضميـر,تعلم انوم نهار ضمير,علم نوم نهار ضمير
positive,علامة الإنتصار,علام نتصار,علم نصر
positive,تعلمت ما انشدش كنيني خيره,تعلم انشدش كنيني خير,علم نشد كنين خير
positive,علم يا نديمي,علم يا نديم,علم نديم
positive,يعلم و ما نبيش واحد ثاني,يعلم نبيش ثاني,علم نبيش ثاني
positive,تعلمت ما نبقى انسان عبوس,تعلم نبق سان عبوس,علم نبق سان عبس
negative,ما يعلموه الناس واقع حالي,يعلم ناس اقع حالي,علم ناس وقع حال
positive,تعلمت مللي فات ياما ادروس,تعلم مللي فات ياما ادروس,علم مل فات ياما درس
positive,علم يا معلم,علم يا معلم,علم معلم
positive,و علم يا معلم,علم يا معلم,علم معلم
positive,طلاب العلوم ليه اتعنه,طلاب علوم ليه اتعن,علم ليه تعن
positive,تعلمت نمسك عبرتي بسنوني,تعلم نمس عبر سنو,علم لمس عبر سن
positive,تعلمت نلقى للكسور جبيره,تعلم نلق كسور جبير,علم لقى كسر جبير
positive,عليهم بكل اللي يبو نفديهم,عليهم بكل يبو نفد,علم كل يبو نفد
negative,عليهم قاسي,عليهم قاس,علم قسا
positive,علم يا فقي,علم يا فقي,علم فقه
positive,إنت تعلمي عزمي عليك قوي,تعلم عزم عليك قوي,علم عزم عليك قوي
positive,و أنتي عالمهل عدي,انتي عالمهل عدي,علم عدي
positive,لا لي علم بألعاب الكراسي,لي علم عاب كراس,علم عاب كراس
positive,و يا من بعلمه مطلع عالخفايا,يا علم مطلع عالخفايا,علم طلع خفايا
negative,عالمصلحه يلفولي,عالمصلح يلفو,علم صلح لف
negative,الهم علم بالصرافة و الشعر و الخرافة,الهم علم صراف شعر خراف,علم صرف شعر خراف
negative,تعلم الصد و زاد ابتعد,تعلم الصد زاد ابتعد,علم صد زاد بعد
negative,تعلمت ما نشكر انسان شكيره,تعلم نشكر سان شكير,علم شكر سان شكير
positive,منك عليهم يا عليم السراير,منك عليهم يا عليم سراير,علم سراير
positive,تعلمت سري نردمه في بيــر,تعلم سري نردم بير,علم سر ردم بر
positive,يا عالم السر بلا غير بوح,يا عالم السر بلا بوح,علم سر بوح
positive,و ما حد يعلم سرها,حد يعلم سرها,علم سر
positive,و تعلمت ما انرافق انسان صغير,تعلم رافق سان صغير,علم رفق سان صغير
positive,عليم ربنا مشتاقلك يا باهي,عليم ربنا تاق يا,علم رب ناق
negative,عليم ربنا قديش هالفراق,عليم ربنا قديش هالفراق,علم رب قد فراق
positive,عليم ربنا قديش لك مشتاق,عليم ربنا قديش لك تاق,علم رب قد ايش لاق
positive,يعلم ربي,يعلم ربي,علم رب
negative,انت بتعلمنا الدين,تعلم الدين,علم دين
negative,و أنت اللي علمتني كيف الدهاء,علم دهاء,علم دهاء
positive,تعلمت مالدنـيا اشياء كـثيره,تعلم دنيا اشياء,علم دنيا شيء
negative,انت تعلمي دمعي عليك عصي,تعلم دمع عليك عصي,علم دمع عصا
positive,العلم اللي في درسك تاتيبه,علم درس تاتيب,علم درس تاتيب
positive,تعلمت ما انخلي النفـس فقيره,تعلم انخلي نفس قير,علم خلي نفس قير
positive,بعلم و حلم تفتي في عنانا,علم حلم تفتي عنانا,علم حلم تفتي عنان
positive,واحد عليم و واحد حكيم و لاخر فهيم,عليم حكيم اخر هيم,علم حكم هيم
positive,و في كل العلوم إلنا الترتيبات,كل علوم النا ترتيب,علم ترتيب
positive,و هي العلامة بانت,علام بانت,علم بان
positive,عليم الله لي خاطره ف حجة,عليم الله لي خاطر ف حجه,علم الله ل خاطر ف حج
positive,يعلم الله كل وقت نفخر بيهم,يعلم الله كل وقت نفخر بيهم,علم الله كل وقت فخر هم
negative,عليم الله كاتر في  احزاني,عليم الله كاتر احزا,علم الله كثر حزن
positive,يعلم الله في غيبته معذور,يعلم الله غيب ذور,علم الله غيب ذور
positive,يعلم الله غاويك,يعلم الله غاو,علم الله غاو
positive,و عليم الله يا شمس الاصيل,عليم الله يا شمس صيل,علم الله شمس صيل
negative,يعلم الله شاغلنا,يعلم الله شاغل,علم الله شاغل
positive,و يعلم الله شاريك,يعلم الله شار,علم الله شار
negative,عليم الله لا ساعة الموت,عليم الله ساع الموت,علم الله ساع موت
positive,عليم الله للساعة علامة,عليم الله ساع علام,علم الله ساع علم
negative,و يعلم الله اني خلاص اتعبت,يعلم الله خلاص اتعب,علم الله خلص تعب
positive,العليم الله حبيتك,العليم الله حبيتك,علم الله حب
